General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)
,,767,20.91462432,105.055608,0.00684488,0.07141525,1.017949,1.006585,-0.055137,0,0,0,-1,334.608,338.075,1041.489,0,0
,,768,20.91503263,103.656612,0.00672957,0.07138343,1.010597,1.006123,-0.020259,0.0038,0,0,-1,334.577,338.011,1041.57,0,0
,,769,20.91537392,105.997253,0.00668622,0.07142684,1.01136,1.00616,-0.022822,0.0022,0,0,-1,334.63,338.052,1041.566,0,0
,,770,20.91546717,104.089244,0.00662567,0.0714319,1.012067,1.006175,-0.082508,0.001,0,0,-1,334.571,338.049,1041.597,0,0
,,771,20.91523955,105.524296,0.00659972,0.07141146,1.013859,1.006343,-0.080181,0.0005,0,0,-1,334.616,338.037,1041.608,0,0
,,772,20.91516725,109.718781,0.00660157,0.07138779,1.017844,1.006804,-0.035141,0,0,0,-1,334.586,338.082,1041.624,0,0
,,773,20.91549234,108.025633,0.00650455,0.07039568,1.013506,1.006751,-0.031082,0.001,0,0,-1,334.585,338.009,1041.605,0,0
,,774,20.91516895,103.545232,0.00648843,0.07031633,1.010525,1.007336,-0.031955,0.0004,0,0,-1,334.595,338.051,1041.6,0,0
,,775,20.91515764,104.346001,0.006391,0.07028504,1.010202,1.007561,-0.002306,0.0021,0,0,-1,334.481,337.955,1041.556,0,0
,,776,20.91610417,102.980067,0.00637426,0.07024544,1.014021,1.007596,-0.096319,0.0009,0,0,-1,334.525,337.957,1041.69,0,0
,,777,20.91589444,103.48055,0.00638035,0.07030442,1.019538,1.007305,-0.169534,0.001,0,0,-1,334.447,337.947,1041.542,0,0
,,778,20.91610581,103.691534,0.00630416,0.07035557,1.014306,1.007732,-0.108831,0.0014,0,0,-1,334.493,337.904,1041.538,0,0
,,779,20.91719154,106.715926,0.00628686,0.07018548,1.010834,1.008308,-0.028012,0.0006,0,0,-1,334.521,338.002,1041.599,0,0
,,780,20.9173185,102.85088,0.00628909,0.07033039,1.012381,1.00815,-0.064092,0.0005,0,0,-1,334.529,337.969,1041.505,0,0
,,781,20.91722387,104.677766,0.00621489,0.06937705,1.012385,1.008487,-0.065042,0.0009,0,0,-1,334.594,338.05,1041.491,0,0
,,782,20.91556536,103.127259,0.006206,0.06915812,1.017877,1.009374,-0.028705,0.0023,0,0,-1,334.56,338.066,1041.534,0,0
,,783,20.91613717,107.887575,0.00620825,0.06919657,1.015732,1.009103,-0.096995,0.001,0,0,-1,334.616,338.04,1041.49,0,0
,,784,20.91576371,107.615946,0.00611551,0.06917295,1.011118,1.009724,-0.198188,0.0008,0,0,-1,334.548,338.055,1041.484,0,0
,,785,20.9151675,104.604239,0.00618992,0.06922687,1.01373,1.010035,-0.157984,0.0014,0,0,-1,334.519,337.948,1041.509,0,0
,,786,20.91583689,101.561266,0.00620563,0.06919094,1.010582,1.009747,-0.061549,0.0008,0,0,-1,334.524,338.011,1041.481,0,0
,,787,20.9160108,103.388331,0.00621404,0.06919574,1.015296,1.009955,-0.056066,0.0023,0,0,-1,334.468,337.947,1041.527,0,0
,,788,20.91723912,106.623573,0.00620669,0.06910455,1.014005,1.010463,-0.008129,0.0014,0,0,-1,334.56,338.004,1041.546,0,0
,,789,20.91757184,104.303519,0.00620728,0.06917527,1.007927,1.010507,-0.015599,0.0004,0,0,-1,334.499,337.998,1041.543,0,0
,,790,20.91738233,100.890056,0.00620839,0.06916721,1.013035,1.010426,-0.170372,0.0024,0,0,-1,334.546,337.978,1041.54,0,0
,,791,20.91764082,101.053773,0.00627934,0.0691655,1.013448,1.010286,-0.194136,0.0018,0,0,-1,334.536,338.031,1041.515,0,0
,,792,20.91733622,102.426458,0.00621525,0.06917645,1.016076,1.010624,-0.127884,0.0031,0,0,-1,334.542,337.997,1041.545,0,0
,,793,20.91760189,107.350046,0.00628576,0.06911967,1.017058,1.011169,-0.156806,-0.0003,0,0,-1,334.605,338.078,1041.5,0,0
,,794,20.9170799,103.964718,0.00629019,0.06919022,1.009057,1.011094,-0.152279,0.0015,0,0,-1,334.555,338.063,1041.471,0,0
,,795,20.91752771,104.248606,0.00621393,0.06918322,1.013885,1.010448,-0.103104,0.0016,0,0,-1,334.617,338.068,1041.449,0,0
,,796,20.91743716,103.942653,0.00610148,0.06918932,1.016552,1.01079,-0.123168,-0.0002,0,0,-1,334.572,338.099,1041.398,0,0
,,797,20.91690171,105.77801,0.00619868,0.06914335,1.015839,1.010974,-0.120186,0.0016,0,0,-1,334.626,338.093,1041.424,0,0
,,798,20.9162741,106.135252,0.00620816,0.06914454,1.018746,1.010874,-0.073021,0.001,0,0,-1,334.649,338.198,1041.408,0,0
,,799,20.91754755,105.097327,0.00620816,0.06914479,1.012681,1.011537,-0.073891,0.001,0,0,-1,334.619,338.125,1041.417,0,0
,,800,20.91797615,108.787167,0.00620684,0.06917612,1.012101,1.011194,-0.14594,-0.0005,0,0,-1,334.649,338.156,1041.43,0,0
,,801,20.91772509,100.516317,0.00620543,0.06848298,1.017228,1.011432,-0.165385,0.0013,0,0,-1,334.585,338.143,1041.411,0,0
,,802,20.91736775,105.692979,0.00620848,0.06836412,1.016087,1.011815,-0.150789,0.0024,0,0,-1,334.649,338.131,1041.435,0,0
,,803,20.91771029,104.758087,0.00600156,0.06831378,1.018145,1.011879,-0.13662,0.0006,0,0,-1,334.622,338.198,1041.437,0,0
,,804,20.91827033,105.2135,0.00598699,0.06826889,1.010865,1.011657,-0.131196,0.0003,0,0,-1,334.648,338.148,1041.483,0,0
,,805,20.91823574,104.732889,0.00590162,0.06835802,1.009895,1.011516,-0.110799,0.0008,0,0,-1,334.672,338.231,1041.483,0,0
,,806,20.91749699,103.283452,0.00589693,0.06753255,1.014031,1.011446,-0.16801,0.0022,0,0,-1,334.623,338.17,1041.487,0,0
,,807,20.91753876,105.121078,0.00579853,0.06751475,1.016281,1.010811,-0.23702,0.0013,0,0,-1,334.709,338.209,1041.53,0,0
,,808,20.91727787,102.921654,0.00579188,0.06748752,1.017371,1.010981,-0.191861,0.0009,0,0,-1,334.64,338.213,1041.529,0,0
,,809,20.91763959,103.3288,0.0057881,0.06751563,1.013923,1.01121,-0.144648,0.0025,0,0,-1,334.666,338.163,1041.574,0,0
,,810,20.91737315,103.401731,0.00578553,0.06750792,1.009532,1.011205,-0.136318,0.001,0,0,-1,334.644,338.215,1041.552,0,0
,,811,20.91716142,101.539384,0.00578603,0.06752423,1.014453,1.0113,-0.112989,0.0018,0,0,-1,334.611,338.119,1041.567,0,0
,,812,20.91775938,102.862126,0.00578578,0.06751579,1.013226,1.011421,-0.098493,0.0001,0,0,-1,334.642,338.165,1041.584,0,0
,,813,20.91822801,101.007999,0.00578759,0.06750746,1.013632,1.011345,-0.11709,0.002,0,0,-1,334.576,338.106,1041.556,0,0
,,814,20.91946315,103.597802,0.00577868,0.0675037,1.010433,1.011634,-0.201415,-0.0006,0,0,-1,334.622,338.077,1041.59,0,0
,,815,20.91913763,104.059673,0.00568108,0.06758573,1.006126,1.011284,-0.232014,0.0009,0,0,-1,334.545,338.102,1041.559,0,0
,,816,20.91941179,102.396996,0.00559613,0.0675074,1.017063,1.011453,-0.241591,0.0005,0,0,-1,334.574,338.039,1041.597,0,0
,,817,20.92021004,105.865246,0.00558907,0.06747182,1.017432,1.011521,-0.238118,-0.0004,0,0,-1,334.586,338.086,1041.633,0,0
,,818,20.92015068,104.764834,0.00558695,0.06747157,1.016102,1.011671,-0.234154,0.0011,0,0,-1,334.564,338.057,1041.629,0,0
,,819,20.91831244,104.632977,0.00559297,0.06751922,1.0144,1.011488,-0.191504,0.0001,0,0,-1,334.65,338.111,1041.612,0,0
,,820,20.91820462,104.278782,0.00559,0.06749758,1.011901,1.010836,-0.165157,0.0004,0,0,-1,334.584,338.125,1041.588,0,0
,,821,20.91817501,105.844851,0.00558745,0.06745102,1.010581,1.011041,-0.157281,-0.0004,0,0,-1,334.62,338.096,1041.519,0,0
,,822,20.91933835,106.266287,0.00559339,0.06745191,1.016447,1.010864,-0.172453,0.0037,0,0,-1,334.602,338.142,1041.447,0,0
,,823,20.91905027,101.938167,0.00558717,0.06744343,1.017851,1.011588,-0.274382,-0.0005,0,0,-1,334.61,338.092,1041.437,0,0
,,824,20.9199159,105.994542,0.00558909,0.06755648,1.016862,1.011115,-0.42216,0.0009,0,0,-1,334.665,338.17,1041.38,0,0
,,825,20.92013596,102.868303,0.00559201,0.06747121,1.009412,1.010868,-0.407718,-0.0006,0,0,-1,334.614,338.139,1041.365,0,0
,,826,20.91918407,107.814326,0.00548543,0.06738799,1.011288,1.010652,-0.30954,0.001,0,0,-1,334.697,338.18,1041.39,0,0
,,827,20.91918052,109.452119,0.00548,0.06746956,1.017685,1.010899,-0.205181,-0.0004,0,0,-1,334.657,338.21,1041.367,0,0
,,828,20.92010486,105.637011,0.00548191,0.06756522,1.017921,1.010613,-0.110307,0.0019,0,0,-1,334.696,338.179,1041.411,0,0
,,829,20.92007679,106.02499,0.00539676,0.0664157,1.017032,1.010303,-0.077992,0.0009,0,0,-1,334.679,338.247,1041.397,0,0
,,830,20.92012792,105.328002,0.0053926,0.06626755,1.009821,1.009541,-0.149764,0.0034,0,0,-1,334.638,338.169,1041.459,0,0
,,831,20.91947748,106.846795,0.00539331,0.06635666,1.009255,1.009656,-0.182637,0.0009,0,0,-1,334.7,338.211,1041.463,0,0
,,832,20.92012082,107.042482,0.00538912,0.06630385,1.01469,1.009279,-0.228197,0.0034,0,0,-1,334.623,338.155,1041.562,0,0
,,833,20.92037828,103.038279,0.00539605,0.06640321,1.014227,1.009285,-0.263804,0.0006,0,0,-1,334.678,338.151,1041.559,0,0
,,834,20.91999401,104.211248,0.00539625,0.066403,1.013457,1.009729,-0.277421,0.001,0,0,-1,334.619,338.175,1041.563,0,0
,,835,20.92024965,102.434805,0.00539323,0.06632965,1.010029,1.009525,-0.240568,0.0033,0,0,-1,334.645,338.121,1041.6,0,0
,,836,20.92153871,103.921333,0.00544977,0.06636729,1.010642,1.009376,-0.251543,-0.0004,0,0,-1,334.651,338.19,1041.61,0,0
,,837,20.92167175,106.299594,0.00541884,0.06633254,1.01328,1.009292,-0.32748,-0.0006,0,0,-1,334.621,338.13,1041.619,0,0
,,838,20.92145344,104.119719,0.00545467,0.0664152,1.014806,1.009316,-0.29089,0.0037,0,0,-1,334.672,338.155,1041.623,0,0
,,839,20.92214087,106.89162,0.00547562,0.06640693,1.016143,1.009702,-0.243889,0.0004,0,0,-1,334.589,338.135,1041.618,0,0
,,840,20.92186682,102.129799,0.00548001,0.06637434,1.014836,1.009568,-0.219787,0.0018,0,0,-1,334.632,338.101,1041.637,0,0
,,841,20.9215631,106.523821,0.00547771,0.066359,1.00881,1.008997,-0.248591,-0.0001,0,0,-1,334.602,338.152,1041.774,0,0
,,842,20.92169069,105.705389,0.00547292,0.06564179,1.010688,1.00805,-0.250954,0.0025,0,0,-1,334.582,338.078,1041.606,0,0
,,843,20.92146253,107.90884,0.00547851,0.06528176,1.009439,1.007487,-0.274994,0.0008,0,0,-1,334.631,338.146,1041.379,0,0
,,844,20.92201968,103.10673,0.00547611,0.06528425,1.014792,1.008269,-0.290472,0.0014,0,0,-1,334.567,338.101,1041.501,0,0
,,845,20.92226315,101.761818,0.00548146,0.06525692,1.015694,1.008206,-0.321605,0.0008,0,0,-1,334.628,338.115,1041.524,0,0
,,846,20.9217641,101.741098,0.00547592,0.06514545,1.008385,1.008587,-0.278445,-0.0003,0,0,-1,334.588,338.144,1041.449,0,0
,,847,20.9215406,102.19857,0.00547872,0.06523793,1.011323,1.008462,-0.272203,0.0018,0,0,-1,334.627,338.113,1041.458,0,0
,,848,20.92197621,104.753803,0.00547466,0.06531052,1.012482,1.00811,-0.294168,0.0024,0,0,-1,334.647,338.185,1041.251,0,0
,,849,20.92250757,105.333156,0.00543181,0.06524001,1.01352,1.008259,-0.328875,-0.0002,0,0,-1,334.6,338.107,1041.425,0,0
,,850,20.92298389,101.640308,0.00539663,0.06534188,1.017477,1.008818,-0.342447,0.0011,0,0,-1,334.654,338.165,1041.617,0,0
,,851,20.92397976,102.502271,0.00532088,0.06527212,1.01147,1.008214,-0.362236,0.0014,0,0,-1,334.591,338.136,1041.433,0,0
,,852,20.92361693,100.564365,0.00528246,0.06523981,1.008864,1.008304,-0.325407,0.0019,0,0,-1,334.666,338.143,1041.461,0,0
,,853,20.92347939,106.62185,0.00528571,0.06529994,1.01243,1.007851,-0.324,0.0008,0,0,-1,334.647,338.204,1041.434,0,0
,,854,20.92387696,106.581579,0.00528426,0.06524396,1.015551,1.008304,-0.356566,0,0,0,-1,334.665,338.173,1041.458,0,0
,,855,20.92387032,109.2712,0.00528491,0.06525789,1.016062,1.007907,-0.344561,0.0012,0,0,-1,334.713,338.239,1041.47,0,0
,,856,20.92413207,106.289222,0.00528304,0.06528853,1.011397,1.008257,-0.368121,0.0021,0,0,-1,334.659,338.2,1041.478,0,0
,,857,20.92264478,105.475547,0.00528096,0.06531338,1.009198,1.007567,-0.362312,0.0017,0,0,-1,334.735,338.232,1041.51,0,0
,,858,20.92331513,101.590103,0.00528089,0.06524598,1.014779,1.007111,-0.279457,0.0027,0,0,-1,334.679,338.243,1041.487,0,0
,,859,20.92362796,105.764176,0.00521692,0.06520804,1.015598,1.007299,-0.281772,0.0011,0,0,-1,334.71,338.216,1041.51,0,0
,,860,20.92268436,101.087441,0.00525923,0.06525461,1.015334,1.007166,-0.278129,0.0019,0,0,-1,334.719,338.283,1041.497,0,0
,,861,20.92233832,104.032464,0.00528179,0.06515752,1.012619,1.007679,-0.30988,0.0013,0,0,-1,334.692,338.212,1041.5,0,0
,,862,20.9223676,106.709195,0.00528336,0.06531112,1.006215,1.007026,-0.320555,0.002,0,0,-1,334.727,338.244,1041.494,0,0
,,863,20.922314,107.380321,0.0051782,0.06524752,1.010895,1.007147,-0.396748,0.001,0,0,-1,334.633,338.195,1041.51,0,0
,,864,20.92243286,105.120688,0.00509218,0.06467165,1.013646,1.006909,-0.423132,0.0023,0,0,-1,334.704,338.179,1041.516,0,0
,,865,20.92227396,106.812792,0.00508245,0.06443405,1.016956,1.006168,-0.304693,0.003,0,0,-1,334.628,338.19,1041.503,0,0
,,866,20.92247383,108.537712,0.00509013,0.06447513,1.013635,1.006122,-0.374441,0.0015,0,0,-1,334.622,338.098,1041.523,0,0
,,867,20.92199314,103.238137,0.00502411,0.06440609,1.008066,1.00553,-0.402019,0.0014,0,0,-1,334.629,338.151,1041.515,0,0
,,868,20.92338484,104.96437,0.00504647,0.06508409,1.012633,1.004609,-0.35466,-0.0003,0,0,-1,334.595,338.109,1041.527,0,0
,,869,20.9235646,103.527534,0.00502087,0.06526312,1.010477,1.004811,-0.30135,0.0018,0,0,-1,334.686,338.162,1041.538,0,0
,,870,20.92264426,104.068707,0.00497701,0.06527024,1.011977,1.004695,-0.299961,0.0035,0,0,-1,334.654,338.191,1041.525,0,0
,,871,20.92240439,106.245561,0.0049719,0.06526272,1.011236,1.004257,-0.352155,0.004,0,0,-1,334.706,338.187,1041.504,0,0
,,872,20.92177889,101.279213,0.00498262,0.06529355,1.006876,1.004604,-0.418973,0.0035,0,0,-1,334.67,338.213,1041.479,0,0
,,873,20.92185737,106.453958,0.00496906,0.06530564,1.010064,1.004607,-0.407589,0.0019,0,0,-1,334.627,338.112,1041.474,0,0
,,874,20.92221013,106.849892,0.00497117,0.06528319,1.010774,1.0039,-0.381914,0.0013,0,0,-1,334.635,338.144,1041.511,0,0
,,875,20.92199219,101.75528,0.00497724,0.06472686,1.012539,1.004351,-0.39258,0.0007,0,0,-1,334.528,338.07,1041.48,0,0
