General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)
,,378,20.83624884,100.636438,0.01590932,0.12822572,0.894339,0.91323,2.951945,0.0008,0,0,-1,340.236,343.481,1041.477,0,0
,,379,20.83659506,102.096648,0.01591118,0.1282402,0.894514,0.913877,2.941741,0.0006,0,0,-1,340.148,343.378,1041.507,0,0
,,380,20.83794603,103.733924,0.01602113,0.12822627,0.900899,0.914115,3.00897,0.0021,0,0,-1,340.177,343.397,1041.495,0,0
,,381,20.83910709,108.984223,0.01602217,0.12810809,0.892429,0.913978,2.978463,0.0005,0,0,-1,340.079,343.345,1041.495,0,0
,,382,20.83945384,105.088624,0.016185,0.12831714,0.894515,0.913703,2.889717,-0.0011,0,0,-1,340.119,343.327,1041.518,0,0
,,383,20.83863575,102.514957,0.01619142,0.12932243,0.896222,0.913977,2.864062,0.0016,0,0,-1,340.07,343.361,1041.495,0,0
,,384,20.84039885,100.384776,0.01619278,0.12935362,0.894379,0.91387,2.926018,0.0009,0,0,-1,340.086,343.305,1041.53,0,0
,,385,20.84082133,103.522019,0.01619416,0.12919819,0.900238,0.913771,2.929152,0.0009,0,0,-1,340.093,343.341,1041.525,0,0
,,386,20.84089789,105.374482,0.01629844,0.12927478,0.899643,0.914294,2.942949,0.0023,0,0,-1,340.013,343.255,1041.541,0,0
,,387,20.83999585,99.514316,0.0163078,0.129248,0.890313,0.913729,2.891909,-0.001,0,0,-1,340.049,343.264,1041.55,0,0
,,388,20.84033112,101.822125,0.01630418,0.1292984,0.896407,0.914088,2.877142,0.002,0,0,-1,339.951,343.241,1041.525,0,0
,,389,20.84064642,102.239399,0.01630553,0.12936148,0.898117,0.913802,2.888959,0.0011,0,0,-1,339.979,343.171,1041.556,0,0
,,390,20.8421174,103.618916,0.01630543,0.12935904,0.9018,0.914485,2.847861,0.0006,0,0,-1,339.939,343.214,1041.559,0,0
,,391,20.84306484,101.960916,0.01629945,0.1292687,0.903044,0.914633,2.824411,-0.0002,0,0,-1,339.891,343.1,1041.621,0,0
,,392,20.84373305,105.2798,0.01618976,0.12931226,0.896681,0.914179,2.776166,-0.0013,0,0,-1,339.874,343.096,1041.592,0,0
,,393,20.84572893,103.891352,0.01607476,0.12825892,0.898558,0.914625,2.787961,0.001,0,0,-1,339.747,343.005,1041.63,0,0
,,394,20.84684921,103.785488,0.01607882,0.12824293,0.900028,0.914487,2.775238,0.0003,0,0,-1,339.78,342.962,1041.642,0,0
,,395,20.84821833,102.705152,0.0160285,0.12822073,0.902318,0.914871,2.804941,0.0009,0,0,-1,339.665,342.924,1041.62,0,0
,,396,20.84786889,104.892674,0.01590962,0.12715568,0.90271,0.914942,2.781673,-0.0001,0,0,-1,339.69,342.856,1041.576,0,0
,,397,20.84922904,104.923857,0.01590438,0.12711621,0.900395,0.915274,2.702706,-0.0001,0,0,-1,339.661,342.907,1041.564,0,0
,,398,20.85047301,101.895146,0.01579892,0.12628134,0.898378,0.915043,2.730944,0.0026,0,0,-1,339.587,342.803,1041.613,0,0
,,399,20.85069356,102.549778,0.01579673,0.12620129,0.902943,0.91539,2.749859,0.002,0,0,-1,339.598,342.779,1041.609,0,0
,,400,20.85073454,104.115535,0.01571398,0.12629683,0.90223,0.915505,2.714594,0.0013,0,0,-1,339.457,342.68,1041.593,0,0
,,401,20.8497086,101.427608,0.01571407,0.12624104,0.906932,0.916485,2.674041,0.0013,0,0,-1,339.469,342.602,1041.619,0,0
,,402,20.84857104,106.480704,0.01572166,0.12630055,0.901875,0.916538,2.765072,-0.0009,0,0,-1,339.392,342.624,1041.575,0,0
,,403,20.84794743,105.98877,0.0157116,0.12544554,0.900624,0.917227,2.782534,-0.0005,0,0,-1,339.365,342.5,1041.602,0,0
,,404,20.84595786,101.661838,0.01571124,0.1253128,0.905489,0.917023,2.724434,0.0003,0,0,-1,339.337,342.513,1041.566,0,0
,,405,20.84683424,105.429914,0.01571394,0.12539775,0.908347,0.917702,2.680928,0.0004,0,0,-1,339.252,342.441,1041.573,0,0
,,406,20.84821805,102.79558,0.0156007,0.12430887,0.906923,0.917729,2.656484,-0.0001,0,0,-1,339.328,342.461,1041.583,0,0
,,407,20.84807184,100.762073,0.01560198,0.12434676,0.903932,0.918285,2.599115,-0.0005,0,0,-1,339.249,342.461,1041.564,0,0
,,408,20.84860608,104.453102,0.01560171,0.12341318,0.904103,0.91835,2.664152,-0.0004,0,0,-1,339.314,342.436,1041.58,0,0
,,409,20.84841596,104.131872,0.01561078,0.12341648,0.903103,0.918172,2.701853,0.0007,0,0,-1,339.285,342.5,1041.533,0,0
,,410,20.84936335,104.331837,0.01571017,0.1234816,0.904135,0.919022,2.628592,-0.0028,0,0,-1,339.232,342.424,1041.549,0,0
,,411,20.8484808,105.550623,0.01572003,0.12350903,0.907559,0.919648,2.571204,-0.004,0,0,-1,339.271,342.444,1041.521,0,0
,,412,20.84720514,103.178027,0.01582133,0.12344797,0.90816,0.920215,2.588079,-0.001,0,0,-1,339.133,342.338,1041.509,0,0
,,413,20.84468643,106.581008,0.01592945,0.12341135,0.90436,0.920995,2.596,-0.0002,0,0,-1,339.145,342.31,1041.517,0,0
,,414,20.84452533,102.401834,0.01601464,0.12433584,0.903888,0.921048,2.568928,-0.002,0,0,-1,339.066,342.294,1041.514,0,0
,,415,20.845715,104.801778,0.01601959,0.12424976,0.902019,0.920756,2.557416,0.0005,0,0,-1,339.046,342.186,1041.509,0,0
,,416,20.84854139,102.926457,0.01601851,0.12428523,0.909735,0.920837,2.599,-0.0019,0,0,-1,339.023,342.219,1041.504,0,0
,,417,20.85216861,105.875645,0.01602455,0.12334686,0.909081,0.921369,2.629708,-0.0018,0,0,-1,338.939,342.116,1041.497,0,0
,,418,20.85716874,102.159481,0.0159119,0.12225329,0.906464,0.921748,2.572033,0.002,0,0,-1,338.98,342.125,1041.483,0,0
,,419,20.85756957,104.643627,0.01591216,0.12123777,0.909643,0.921752,2.575,-0.0012,0,0,-1,338.892,342.098,1041.504,0,0
,,420,20.85746001,104.654287,0.01579548,0.12110599,0.9029,0.921235,2.560749,-0.0032,0,0,-1,338.928,342.064,1041.505,0,0
,,421,20.85698594,100.610214,0.01580047,0.12034381,0.903867,0.921505,2.510842,0.0009,0,0,-1,338.873,342.075,1041.661,0,0
,,422,20.855334,103.683933,0.0158006,0.12048433,0.913966,0.921978,2.495,0.0013,0,0,-1,338.86,342.009,1041.488,0,0
,,423,20.85483982,104.537815,0.01579891,0.12006789,0.910789,0.922928,2.51397,-0.0023,0,0,-1,338.896,342.088,1041.272,0,0
,,424,20.85336434,101.791239,0.01579596,0.11925485,0.917196,0.923476,2.5081,0.0032,0,0,-1,338.822,342.032,1041.494,0,0
,,425,20.85282482,105.895788,0.01579579,0.11889824,0.911046,0.923304,2.517949,0.0015,0,0,-1,338.86,341.996,1041.518,0,0
,,426,20.85280974,104.5098,0.01571784,0.11820095,0.908567,0.923485,2.51395,-0.0016,0,0,-1,338.761,341.982,1041.71,0,0
,,427,20.85226385,99.889792,0.01571256,0.11812416,0.911873,0.923455,2.463765,0.0008,0,0,-1,338.796,341.95,1041.521,0,0
,,428,20.85336058,104.621148,0.01571457,0.11722699,0.911886,0.924258,2.425158,0.0023,0,0,-1,338.805,342.026,1041.494,0,0
,,429,20.85343959,106.807765,0.01569193,0.11726581,0.914629,0.924819,2.440984,-0.0007,0,0,-1,338.804,341.993,1041.549,0,0
,,430,20.85341693,101.355601,0.01560285,0.11735292,0.913744,0.924457,2.451673,-0.0001,0,0,-1,338.874,342.069,1041.581,0,0
,,431,20.85534675,103.452002,0.0156008,0.11643899,0.908749,0.924343,2.387308,0.0017,0,0,-1,338.798,342.048,1041.364,0,0
,,432,20.85535463,103.212186,0.01560164,0.11541764,0.913513,0.924567,2.415749,-0.0014,0,0,-1,338.866,342.033,1041.562,0,0
,,433,20.85573225,103.193259,0.01560129,0.11539583,0.916682,0.924475,2.477976,-0.0009,0,0,-1,338.809,342.101,1041.551,0,0
,,434,20.85718392,100.483418,0.01571263,0.11540519,0.915261,0.92462,2.468931,0.0004,0,0,-1,338.841,342.051,1041.561,0,0
,,435,20.85711863,107.831272,0.01571159,0.11534808,0.915687,0.924993,2.350119,0.0007,0,0,-1,338.87,342.121,1041.563,0,0
,,436,20.85569887,103.870943,0.01571531,0.1153131,0.908364,0.924691,2.299266,-0.0018,0,0,-1,338.776,342.034,1041.58,0,0
,,437,20.85510648,105.758498,0.01571095,0.11544972,0.908337,0.924439,2.36502,0.0001,0,0,-1,338.828,342.045,1041.569,0,0
,,438,20.85501021,100.808409,0.01571776,0.11532443,0.909776,0.925007,2.366998,-0.0008,0,0,-1,338.748,342.043,1041.568,0,0
,,439,20.85499778,106.207059,0.01570715,0.115401,0.912806,0.925299,2.324144,0.0003,0,0,-1,338.786,341.991,1041.589,0,0
,,440,20.85571941,104.548746,0.01571454,0.11538289,0.914544,0.925217,2.360035,-0.0001,0,0,-1,338.748,342.047,1041.564,0,0
,,441,20.85658524,105.820678,0.01570738,0.11534113,0.913775,0.92552,2.36443,0.0014,0,0,-1,338.73,341.953,1041.6,0,0
,,442,20.85915698,106.084549,0.01560287,0.11529648,0.911541,0.925114,2.317018,0.0024,0,0,-1,338.757,342.015,1041.562,0,0
,,443,20.85965766,103.742738,0.0155953,0.11538993,0.913896,0.925348,2.326331,0.001,0,0,-1,338.701,341.981,1041.58,0,0
,,444,20.86083919,100.798764,0.01557278,0.1142226,0.916537,0.925501,2.372822,0.0006,0,0,-1,338.784,341.988,1041.61,0,0
,,445,20.8598579,103.381301,0.01541065,0.1142627,0.917246,0.925215,2.358,-0.0037,0,0,-1,338.708,342.004,1041.586,0,0
,,446,20.86069301,105.493634,0.0154072,0.11423721,0.914615,0.925738,2.37286,0,0,0,-1,338.696,341.924,1041.54,0,0
,,447,20.86167568,104.578777,0.01540664,0.11423224,0.911038,0.925405,2.344374,-0.0038,0,0,-1,338.68,341.959,1041.52,0,0
,,448,20.86268388,108.145409,0.01532837,0.11425845,0.9143,0.925072,2.266156,0.0013,0,0,-1,338.616,341.874,1041.524,0,0
,,449,20.86243845,104.407567,0.01529225,0.11426033,0.913053,0.925252,2.219075,0.0016,0,0,-1,338.641,341.882,1041.511,0,0
,,450,20.86215132,108.516974,0.01529189,0.11427465,0.917662,0.925516,2.244588,-0.001,0,0,-1,338.522,341.83,1041.563,0,0
,,451,20.86273259,102.121796,0.01524856,0.11429858,0.916729,0.925613,2.309869,0.0004,0,0,-1,338.552,341.788,1041.572,0,0
,,452,20.86349707,101.259752,0.01518073,0.11369411,0.913393,0.925774,2.27484,-0.0003,0,0,-1,338.513,341.823,1041.545,0,0
,,453,20.86309133,102.580829,0.01510857,0.11346036,0.91457,0.925028,2.23502,0.0006,0,0,-1,338.531,341.758,1041.563,0,0
,,454,20.86337664,100.727899,0.01501709,0.11339679,0.915253,0.924773,2.239604,0.0007,0,0,-1,338.555,341.838,1041.508,0,0
,,455,20.86222053,106.726342,0.01501619,0.11257652,0.917876,0.925356,2.20004,0.0005,0,0,-1,338.5,341.775,1041.495,0,0
,,456,20.8622495,105.801371,0.01502058,0.11230756,0.918524,0.926043,2.205985,0.0012,0,0,-1,338.565,341.807,1041.489,0,0
,,457,20.86137941,100.081859,0.01500948,0.11218809,0.910976,0.925844,2.203188,0.0003,0,0,-1,338.473,341.801,1041.477,0,0
,,458,20.86084571,107.916162,0.01501155,0.11228861,0.911005,0.925522,2.222,-0.0013,0,0,-1,338.511,341.765,1041.488,0,0
,,459,20.86150223,100.929545,0.01501256,0.11234631,0.912268,0.925278,2.194439,0.0001,0,0,-1,338.489,341.822,1041.454,0,0
,,460,20.86064496,104.443423,0.0150652,0.11219834,0.916669,0.925556,2.10146,0.0018,0,0,-1,338.478,341.754,1041.496,0,0
,,461,20.86089904,106.56106,0.01504533,0.11226744,0.918262,0.926312,2.053725,0.0001,0,0,-1,338.516,341.823,1041.502,0,0
,,462,20.86134982,104.881675,0.01493544,0.11175574,0.910744,0.926513,2.113974,0.0005,0,0,-1,338.436,341.755,1041.538,0,0
,,463,20.86280534,106.840906,0.01489976,0.11171967,0.913049,0.926109,2.101018,-0.0001,0,0,-1,338.452,341.727,1041.58,0,0
,,464,20.86417086,103.479866,0.01490054,0.11161847,0.91527,0.925707,2.103771,0.001,0,0,-1,338.392,341.755,1041.571,0,0
,,465,20.86615151,107.622701,0.01489682,0.11117526,0.914699,0.925945,2.083008,-0.0013,0,0,-1,338.417,341.693,1041.624,0,0
,,466,20.86740547,101.22687,0.01481324,0.11064104,0.920881,0.925471,2.091241,0.0006,0,0,-1,338.432,341.77,1041.609,0,0
,,467,20.86846607,101.785044,0.01479157,0.11033065,0.912588,0.926093,2.130109,0.0004,0,0,-1,338.374,341.7,1041.636,0,0
,,468,20.86871439,102.712019,0.01475196,0.11036204,0.91185,0.925513,2.055851,0.0024,0,0,-1,338.416,341.723,1041.633,0,0
,,469,20.86937647,105.902855,0.01465904,0.11028967,0.9171,0.925526,1.98181,0.0002,0,0,-1,338.34,341.706,1041.615,0,0
,,470,20.86924115,98.490605,0.01459334,0.11029193,0.917119,0.92573,1.955309,-0.0007,0,0,-1,338.408,341.695,1041.649,0,0
,,471,20.86777857,105.83074,0.0145888,0.1103305,0.91846,0.926067,1.979097,0.0011,0,0,-1,338.375,341.734,1041.63,0,0
,,472,20.86632793,108.675686,0.01453645,0.1096781,0.911745,0.926114,2.026992,0.0015,0,0,-1,338.343,341.638,1041.638,0,0
,,473,20.86670292,105.533134,0.01444649,0.10944027,0.908207,0.925401,2.026005,-0.0002,0,0,-1,338.344,341.683,1041.552,0,0
,,474,20.86835195,103.930209,0.0143328,0.10938607,0.914854,0.925612,1.990891,-0.0011,0,0,-1,338.235,341.595,1041.582,0,0
,,475,20.86985456,103.307217,0.01422116,0.10860153,0.916004,0.925347,1.98101,-0.0001,0,0,-1,338.295,341.584,1041.589,0,0
,,476,20.87006485,103.509524,0.01417529,0.10834166,0.914033,0.925378,1.972068,0.0003,0,0,-1,338.216,341.606,1041.568,0,0
,,477,20.8700389,102.644198,0.01417063,0.10830777,0.915116,0.925491,1.989703,0.0021,0,0,-1,338.245,341.54,1041.567,0,0
,,478,20.86935323,107.053043,0.01409731,0.10840752,0.909636,0.925209,2.06,0.0011,0,0,-1,338.232,341.614,1041.535,0,0
,,479,20.86949682,105.690094,0.01407754,0.10777807,0.913492,0.925179,2.043723,0.0007,0,0,-1,338.21,341.556,1041.561,0,0
,,480,20.86992126,102.132626,0.01400981,0.10721064,0.914718,0.925221,1.99776,-0.0031,0,0,-1,338.272,341.601,1041.512,0,0
,,481,20.86966507,105.781719,0.01392631,0.10678034,0.915239,0.925875,1.975974,-0.0015,0,0,-1,338.196,341.59,1041.588,0,0
,,482,20.87078174,100.813868,0.01391101,0.1062798,0.912019,0.925309,1.949651,0.0008,0,0,-1,338.283,341.588,1041.509,0,0
,,483,20.87148702,106.143167,0.01402196,0.10643613,0.905061,0.925033,1.89173,0.0008,0,0,-1,338.196,341.604,1041.625,0,0
,,484,20.87012633,106.934053,0.01398843,0.10640172,0.911714,0.924843,1.865696,0.0003,0,0,-1,338.176,341.515,1041.513,0,0
,,485,20.86949609,105.596085,0.01406153,0.10639045,0.917347,0.924538,1.929,-0.0019,0,0,-1,338.196,341.572,1041.487,0,0
,,486,20.869172,102.684628,0.0141196,0.10724963,0.915379,0.925003,1.948973,0.0009,0,0,-1,338.128,341.517,1041.314,0,0
,,487,20.86913874,101.085257,0.01407647,0.10638612,0.915587,0.924693,1.940045,0.0007,0,0,-1,338.193,341.524,1041.539,0,0
,,488,20.87008188,102.574006,0.01388067,0.10643164,0.90741,0.924345,1.94499,0.0008,0,0,-1,338.116,341.525,1041.753,0,0
,,489,20.87157684,106.500806,0.01390079,0.10641419,0.911793,0.923903,1.911916,-0.0015,0,0,-1,338.158,341.483,1041.552,0,0
,,490,20.87186008,105.29997,0.01389742,0.10637023,0.917374,0.924172,1.890684,-0.0008,0,0,-1,338.117,341.525,1041.276,0,0
,,491,20.87033816,105.622697,0.0138945,0.10642737,0.913072,0.925073,1.855728,0.0007,0,0,-1,338.096,341.445,1041.54,0,0
,,492,20.86947704,103.27052,0.01390722,0.10641259,0.913728,0.925003,1.831,0.0011,0,0,-1,338.137,341.496,1041.538,0,0
,,493,20.8702049,100.61459,0.01379164,0.1064636,0.911852,0.9246,1.849045,0.0016,0,0,-1,338.047,341.43,1041.669,0,0
,,494,20.87025197,101.456064,0.01377333,0.10640747,0.912503,0.923945,1.857615,-0.0022,0,0,-1,338.087,341.419,1041.549,0,0
,,495,20.87201249,104.187071,0.0137838,0.10532056,0.919168,0.924071,1.822554,-0.0016,0,0,-1,337.998,341.411,1041.519,0,0
,,496,20.87185175,104.887488,0.0137812,0.10530292,0.914642,0.924654,1.778,-0.0013,0,0,-1,338.004,341.336,1041.485,0,0
,,497,20.87156087,105.265432,0.01388335,0.10521873,0.911646,0.923768,1.839567,-0.0018,0,0,-1,337.985,341.374,1041.489,0,0
,,498,20.87159928,100.473343,0.0138764,0.1052641,0.911717,0.923358,1.932826,0.0009,0,0,-1,337.936,341.31,1041.5,0,0
,,499,20.86957145,107.817101,0.0138996,0.10525475,0.913034,0.92336,1.916922,-0.0008,0,0,-1,338.008,341.353,1041.506,0,0
,,500,20.87190093,104.846719,0.0139046,0.10527144,0.918099,0.923447,1.838704,0.0003,0,0,-1,337.903,341.328,1041.578,0,0
,,501,20.87150367,105.730616,0.01388372,0.10521199,0.91461,0.923903,1.790012,0.0019,0,0,-1,337.975,341.292,1041.613,0,0
,,502,20.87246166,106.126479,0.01389451,0.10531566,0.912235,0.923642,1.790924,-0.0007,0,0,-1,337.894,341.294,1041.623,0,0
,,503,20.87236146,103.522238,0.01378295,0.10536205,0.911438,0.923217,1.784,-0.0001,0,0,-1,337.884,341.219,1041.634,0,0
,,504,20.87237773,103.714812,0.01390162,0.10521625,0.912059,0.923363,1.821186,0.0009,0,0,-1,337.89,341.236,1041.537,0,0
,,505,20.8716009,104.560891,0.01389634,0.1052713,0.91722,0.923306,1.858495,0.0005,0,0,-1,337.817,341.174,1041.561,0,0
,,506,20.87285562,102.494528,0.01389729,0.1052099,0.915564,0.922898,1.908,0.0015,0,0,-1,337.851,341.154,1041.565,0,0
,,507,20.87379175,108.498779,0.01389039,0.10409328,0.914769,0.922813,1.878204,0.002,0,0,-1,337.753,341.153,1041.539,0,0
,,508,20.87463127,104.760894,0.01378318,0.10421416,0.911079,0.922265,1.74688,0.0022,0,0,-1,337.806,341.114,1041.551,0,0
,,509,20.87440695,107.388003,0.01378148,0.10415882,0.910695,0.922395,1.736,0.0003,0,0,-1,337.753,341.132,1041.517,0,0
,,510,20.8760454,104.75797,0.01377302,0.10418711,0.913151,0.922695,1.77996,0.0003,0,0,-1,337.675,340.998,1041.529,0,0
,,511,20.87585196,106.772138,0.01377948,0.10329772,0.91694,0.923036,1.769733,0.0006,0,0,-1,337.684,340.991,1041.518,0,0
,,512,20.87784285,104.058403,0.01377573,0.1032664,0.911647,0.923333,1.743,0.0024,0,0,-1,337.545,340.899,1041.537,0,0
,,513,20.8784251,102.115083,0.01369285,0.10331542,0.912453,0.923063,1.733054,0.0007,0,0,-1,337.587,340.889,1041.525,0,0
,,514,20.87689572,101.709185,0.01357924,0.10328553,0.910481,0.922909,1.738007,0.0015,0,0,-1,337.53,340.876,1041.508,0,0
,,515,20.87570229,102.866386,0.01350366,0.10324353,0.914915,0.923068,1.744873,-0.0001,0,0,-1,337.523,340.802,1041.528,0,0
,,516,20.87802483,102.539138,0.01349275,0.10214824,0.917509,0.922961,1.723715,-0.0021,0,0,-1,337.494,340.821,1041.522,0,0
,,517,20.8787115,106.248604,0.01341901,0.10226635,0.91121,0.923347,1.699992,-0.0027,0,0,-1,337.401,340.689,1041.559,0,0
,,518,20.88013807,107.155516,0.01330456,0.10132963,0.91213,0.922796,1.691952,0.0014,0,0,-1,337.425,340.691,1041.556,0,0
,,519,20.87821254,100.949654,0.01318915,0.10136216,0.912302,0.922544,1.684142,0.0003,0,0,-1,337.311,340.646,1041.535,0,0
,,520,20.87673548,106.578735,0.01319103,0.10138352,0.916835,0.922892,1.696936,0.0003,0,0,-1,337.344,340.575,1041.56,0,0
,,521,20.8765504,105.920697,0.01311089,0.10043247,0.918897,0.92333,1.632889,-0.0021,0,0,-1,337.289,340.595,1041.541,0,0
,,522,20.87802777,105.986736,0.01310719,0.100445,0.911659,0.923635,1.611109,-0.0006,0,0,-1,337.287,340.544,1041.561,0,0
,,523,20.87812043,105.273565,0.01318959,0.10047529,0.913006,0.923629,1.621989,-0.0016,0,0,-1,337.327,340.597,1041.541,0,0
,,524,20.87767632,105.695296,0.01310879,0.10045682,0.911516,0.923687,1.60394,0.0003,0,0,-1,337.216,340.526,1041.551,0,0
,,525,20.87626577,104.557223,0.01310301,0.10059668,0.915923,0.92348,1.584063,-0.0006,0,0,-1,337.296,340.53,1041.544,0,0
,,526,20.87653552,104.666358,0.01300055,0.10050429,0.919388,0.924122,1.592727,-0.0004,0,0,-1,337.207,340.515,1041.542,0,0
,,527,20.87686945,103.746147,0.01288329,0.10053141,0.91109,0.924199,1.569994,0.0021,0,0,-1,337.217,340.448,1041.561,0,0
,,528,20.87588881,104.655906,0.01288449,0.10051476,0.911395,0.923875,1.567246,0.0014,0,0,-1,337.174,340.473,1041.545,0,0
,,529,20.87576423,106.227114,0.0128862,0.10053559,0.911242,0.923684,1.601948,0.0006,0,0,-1,337.107,340.37,1041.579,0,0
,,530,20.87642524,103.136302,0.01288032,0.10047205,0.912269,0.923886,1.597715,0.0015,0,0,-1,337.161,340.431,1041.553,0,0
,,531,20.87662703,102.827171,0.01287978,0.10049383,0.918667,0.92403,1.573993,0.002,0,0,-1,337.085,340.416,1041.562,0,0
,,532,20.87655045,108.158561,0.01288496,0.10052246,0.917828,0.924456,1.567148,0.0022,0,0,-1,337.173,340.431,1041.592,0,0
,,533,20.87665496,105.556073,0.0129894,0.10049642,0.913846,0.924079,1.587399,-0.0014,0,0,-1,337.156,340.483,1041.61,0,0
,,534,20.87820724,104.795659,0.01288329,0.10048775,0.914511,0.924016,1.537637,-0.0004,0,0,-1,337.164,340.423,1041.607,0,0
,,535,20.87791967,106.074497,0.01279871,0.10048301,0.916123,0.924359,1.51251,0,0,0,-1,337.182,340.507,1041.545,0,0
,,536,20.87767428,103.808061,0.01271171,0.10051751,0.919707,0.924636,1.558861,-0.0023,0,0,-1,337.135,340.461,1041.583,0,0
,,537,20.87812134,100.536409,0.01271379,0.10050757,0.916921,0.924565,1.589901,0.0009,0,0,-1,337.24,340.558,1041.587,0,0
,,538,20.87664134,109.991668,0.01260204,0.10051234,0.915018,0.924763,1.556944,0.0005,0,0,-1,337.192,340.588,1041.8,0,0
,,539,20.87598875,104.709726,0.01270754,0.10049921,0.915518,0.924494,1.54982,0.0001,0,0,-1,337.239,340.532,1041.622,0,0
,,540,20.87611865,109.400857,0.01260374,0.10049051,0.911425,0.92498,1.53599,0.0006,0,0,-1,337.179,340.554,1041.568,0,0
,,541,20.87808675,110.236258,0.01260308,0.09962062,0.918529,0.925049,1.525783,0.0005,0,0,-1,337.125,340.439,1041.598,0,0
,,542,20.8796597,102.099987,0.01260644,0.09936646,0.918807,0.924746,1.490018,0.0034,0,0,-1,337.154,340.488,1041.597,0,0
,,543,20.88016089,103.108283,0.01260507,0.09936178,0.917053,0.924887,1.491996,0.0003,0,0,-1,337.07,340.449,1041.362,0,0
,,544,20.87997762,102.217908,0.01252458,0.09939545,0.916908,0.925079,1.519003,0.0026,0,0,-1,337.151,340.48,1041.636,0,0
,,545,20.88047019,107.390335,0.01249268,0.09880266,0.912086,0.924585,1.519846,-0.001,0,0,-1,337.136,340.536,1041.576,0,0
,,546,20.88093148,103.442316,0.01242753,0.09825602,0.918734,0.92513,1.502949,-0.001,0,0,-1,337.154,340.482,1041.786,0,0
,,547,20.88051726,107.632551,0.012407,0.09827,0.922391,0.925327,1.499002,0.0004,0,0,-1,337.14,340.524,1041.577,0,0
,,548,20.88012706,104.022963,0.01232553,0.09837626,0.91776,0.926056,1.499634,0.0008,0,0,-1,337.088,340.463,1041.386,0,0
,,549,20.88029415,105.288746,0.01229375,0.09827096,0.917698,0.926172,1.44755,0.0004,0,0,-1,337.185,340.537,1041.575,0,0
,,550,20.8798554,103.527791,0.01233915,0.09836127,0.916308,0.926265,1.412968,0.0017,0,0,-1,337.147,340.556,1041.546,0,0
,,551,20.88031602,103.994502,0.01235597,0.09832054,0.917743,0.926623,1.380993,0.0014,0,0,-1,337.228,340.579,1041.664,0,0
,,552,20.8784865,106.278902,0.0122947,0.09825868,0.923867,0.926712,1.380309,-0.0001,0,0,-1,337.185,340.611,1041.549,0,0
,,553,20.87964845,107.899696,0.01229087,0.09772042,0.919507,0.927144,1.404033,0.0004,0,0,-1,337.157,340.515,1041.544,0,0
,,554,20.87921261,104.510647,0.01223727,0.09738286,0.921653,0.927798,1.41435,0.0005,0,0,-1,337.164,340.552,1041.469,0,0
,,555,20.87874249,104.485126,0.01214061,0.09745857,0.919754,0.927736,1.342144,-0.0001,0,0,-1,337.107,340.502,1041.469,0,0
,,556,20.87910339,101.005528,0.01215439,0.09743547,0.918804,0.927828,1.323169,0.0015,0,0,-1,337.183,340.534,1041.448,0,0
,,557,20.88024016,102.894829,0.01212871,0.09746765,0.92119,0.928197,1.379105,-0.003,0,0,-1,337.121,340.56,1041.401,0,0
,,558,20.88052567,102.882651,0.01215059,0.09743224,0.920232,0.928745,1.391651,-0.0005,0,0,-1,337.193,340.534,1041.481,0,0
,,559,20.88173284,101.333277,0.01212798,0.09745823,0.918434,0.928878,1.367099,0.0005,0,0,-1,337.169,340.607,1041.412,0,0
,,560,20.88222026,102.864635,0.01202314,0.09747831,0.922001,0.928767,1.377,-0.0004,0,0,-1,337.134,340.525,1041.43,0,0
,,561,20.88159487,105.731578,0.01198191,0.097482,0.920815,0.92913,1.372045,0.0002,0,0,-1,337.206,340.61,1041.413,0,0
,,562,20.88087108,103.448582,0.01198277,0.09747041,0.92434,0.929776,1.381475,0.0019,0,0,-1,337.141,340.579,1041.437,0,0
,,563,20.88110129,102.137141,0.01192235,0.09740327,0.924109,0.930287,1.429,0.0005,0,0,-1,337.201,340.577,1041.482,0,0
,,564,20.88038059,106.646867,0.01181554,0.09736271,0.921437,0.930597,1.492638,-0.0002,0,0,-1,337.117,340.574,1041.488,0,0
,,565,20.88123739,105.091686,0.01182295,0.09744949,0.921297,0.930241,1.420713,0.0037,0,0,-1,337.101,340.488,1041.527,0,0
,,566,20.88133645,101.89875,0.01185925,0.09748261,0.918819,0.930279,1.392,0.0032,0,0,-1,337.114,340.56,1041.528,0,0
,,567,20.88166201,104.051762,0.01178897,0.09740237,0.923873,0.930959,1.401871,-0.0002,0,0,-1,337.07,340.464,1041.54,0,0
,,568,20.88284912,103.711463,0.01179199,0.09742431,0.927654,0.931275,1.369412,0.0009,0,0,-1,337.135,340.505,1041.584,0,0
,,569,20.88344427,104.365253,0.01178959,0.09670756,0.922728,0.931192,1.304131,0.0007,0,0,-1,337.064,340.502,1041.58,0,0
,,570,20.88450361,102.098243,0.01174316,0.09624301,0.925682,0.93115,1.260136,0.0017,0,0,-1,337.093,340.443,1041.596,0,0
,,571,20.88457147,106.091584,0.01170565,0.09630563,0.921748,0.931246,1.305481,0.0004,0,0,-1,337.054,340.498,1041.559,0,0
