General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)
,,378,20.85469424,101.791176,0.01708692,0.12122524,0.991962,1.006372,2.869066,0.001,0,0,-1,341.252,344.469,1041.56,0,0
,,379,20.85408112,102.66454,0.01708939,0.12122163,0.986188,1.006092,2.839175,-0.0011,0,0,-1,341.118,344.346,1041.565,0,0
,,380,20.85463627,102.603746,0.01708643,0.12117539,0.981413,1.005819,2.811271,-0.0005,0,0,-1,341.144,344.308,1041.547,0,0
,,381,20.85468933,103.242768,0.01708964,0.12044681,0.989395,1.005688,2.806187,-0.0004,0,0,-1,341.02,344.243,1041.504,0,0
,,382,20.85581377,103.970749,0.01708443,0.12040426,0.99015,1.005547,2.786476,0.0008,0,0,-1,341.02,344.161,1041.519,0,0
,,383,20.85589879,104.318155,0.0170865,0.12042154,0.98933,1.005973,2.815811,0.0001,0,0,-1,340.971,344.156,1041.493,0,0
,,384,20.8570043,104.819975,0.0170187,0.11939607,0.987596,1.005849,2.794533,0.001,0,0,-1,340.925,344.053,1041.513,0,0
,,385,20.85822983,99.817643,0.01700608,0.11827841,0.98415,1.005536,2.792084,-0.0017,0,0,-1,340.919,344.057,1041.506,0,0
,,386,20.85668693,99.980798,0.01700501,0.11813857,0.988339,1.005409,2.775246,-0.0006,0,0,-1,340.809,343.986,1041.521,0,0
,,387,20.85656428,101.358043,0.01700313,0.11805459,0.990956,1.005339,2.713238,-0.0012,0,0,-1,340.829,343.928,1041.523,0,0
,,388,20.85620496,104.737457,0.01707394,0.1182057,0.992729,1.00549,2.733995,-0.0033,0,0,-1,340.75,343.904,1041.482,0,0
,,389,20.85818746,105.290038,0.01708882,0.11813789,0.990722,1.005727,2.751539,-0.0017,0,0,-1,340.719,343.804,1041.501,0,0
,,390,20.85889795,102.724595,0.0170185,0.11814196,0.988074,1.005693,2.717142,-0.0011,0,0,-1,340.676,343.825,1041.487,0,0
,,391,20.85894363,109.283512,0.01708088,0.11817704,0.983968,1.005775,2.683959,-0.0002,0,0,-1,340.587,343.709,1041.509,0,0
,,392,20.85865192,106.205837,0.01708835,0.11737574,0.992022,1.00552,2.689438,-0.0019,0,0,-1,340.612,343.719,1041.506,0,0
,,393,20.85875682,103.725217,0.0170076,0.11732497,0.991743,1.005806,2.740469,0.0008,0,0,-1,340.506,343.66,1041.506,0,0
,,394,20.85883945,101.600991,0.01700872,0.11732072,0.992454,1.005673,2.669689,0,0,0,-1,340.502,343.574,1041.534,0,0
,,395,20.85874476,103.560772,0.01690352,0.11655031,0.987336,1.005901,2.57845,0.0024,0,0,-1,340.428,343.563,1041.499,0,0
,,396,20.85873621,103.493222,0.01689105,0.11548999,0.984419,1.005959,2.605312,0.0006,0,0,-1,340.372,343.452,1041.515,0,0
,,397,20.86065226,100.960323,0.01681461,0.11536825,0.990491,1.005476,2.622686,-0.0005,0,0,-1,340.36,343.456,1041.478,0,0
,,398,20.86082363,102.250916,0.01671264,0.1153511,0.988762,1.005695,2.597273,-0.0001,0,0,-1,340.278,343.391,1041.472,0,0
,,399,20.86076021,105.747353,0.01670093,0.11537501,0.990698,1.006103,2.659983,0.0015,0,0,-1,340.327,343.392,1041.533,0,0
,,400,20.86239838,104.312491,0.01669811,0.11534076,0.985315,1.006129,2.72002,-0.0004,0,0,-1,340.264,343.396,1041.489,0,0
,,401,20.86420532,105.433753,0.01662327,0.11416733,0.983556,1.006296,2.677116,0.003,0,0,-1,340.304,343.369,1041.567,0,0
,,402,20.86315766,100.452724,0.01661422,0.11428771,0.988115,1.00587,2.609054,0.0005,0,0,-1,340.29,343.415,1041.52,0,0
,,403,20.861152,102.831358,0.01661243,0.11426846,0.988877,1.005864,2.587496,0.0003,0,0,-1,340.253,343.329,1041.728,0,0
,,404,20.86097844,105.292349,0.01661394,0.11422302,0.990952,1.005791,2.583207,0.0029,0,0,-1,340.258,343.349,1041.578,0,0
,,405,20.85904298,102.857486,0.01661178,0.114293,0.988059,1.006182,2.560497,-0.0003,0,0,-1,340.151,343.263,1041.427,0,0
,,406,20.8585311,104.788417,0.01668736,0.11416499,0.983248,1.006038,2.601679,0.0026,0,0,-1,340.143,343.225,1041.632,0,0
,,407,20.85995468,103.356052,0.01669472,0.114251,0.98571,1.005478,2.623356,0.0004,0,0,-1,340.058,343.214,1041.623,0,0
,,408,20.86008481,102.754201,0.01669776,0.11427323,0.986299,1.005762,2.651227,0.0034,0,0,-1,340.058,343.145,1041.561,0,0
,,409,20.86217341,104.425959,0.01669116,0.11422279,0.987268,1.005835,2.579616,0.006,0,0,-1,340.058,343.184,1041.765,0,0
,,410,20.86400779,102.564366,0.01662041,0.11425562,0.98709,1.005733,2.539596,0.0017,0,0,-1,339.983,343.086,1041.7,0,0
,,411,20.86428043,104.536774,0.01640704,0.11421487,0.980974,1.005,2.563705,0.0004,0,0,-1,340,343.055,1041.648,0,0
,,412,20.86429312,100.45713,0.01638728,0.11417309,0.983261,1.004703,2.534276,0.0012,0,0,-1,339.853,342.994,1041.599,0,0
,,413,20.86437054,102.566907,0.0164882,0.11348691,0.986835,1.004093,2.468105,0.0025,0,0,-1,339.871,342.918,1041.618,0,0
,,414,20.86449596,102.806406,0.01650099,0.11408351,0.988993,1.003575,2.482744,0.0019,0,0,-1,339.839,342.962,1041.552,0,0
,,415,20.86261757,101.448166,0.01650428,0.11424551,0.990747,1.003763,2.528305,-0.0002,0,0,-1,339.815,342.889,1041.631,0,0
,,416,20.86092188,105.185908,0.01640029,0.1141758,0.985924,1.003385,2.532865,0.0014,0,0,-1,339.847,342.951,1041.601,0,0
,,417,20.86387568,104.987043,0.01648537,0.11429153,0.987956,1.002635,2.508134,-0.0001,0,0,-1,339.758,342.874,1041.601,0,0
,,418,20.86413901,103.678108,0.01649901,0.11414353,0.989185,1.002177,2.490964,0.0011,0,0,-1,339.784,342.86,1041.607,0,0
,,419,20.86431105,103.745294,0.01649943,0.11425687,0.990346,1.002333,2.482554,-0.0004,0,0,-1,339.683,342.835,1041.588,0,0
,,420,20.86432384,103.575377,0.01650024,0.11338238,0.991223,1.00182,2.465176,-0.0012,0,0,-1,339.69,342.772,1041.602,0,0
,,421,20.86447958,107.164153,0.01649738,0.11341857,0.989199,1.001634,2.466774,0,0,0,-1,339.646,342.784,1041.585,0,0
,,422,20.86569251,105.818856,0.0164929,0.11341535,0.987033,1.002263,2.485297,0.0033,0,0,-1,339.585,342.68,1041.569,0,0
,,423,20.86723035,108.885138,0.01639301,0.11339097,0.989561,1.002811,2.444054,0.0013,0,0,-1,339.63,342.704,1041.552,0,0
,,424,20.86733177,102.005132,0.01638888,0.11234605,0.989026,1.00303,2.38578,0.0001,0,0,-1,339.514,342.643,1041.527,0,0
,,425,20.86762738,106.034485,0.01638776,0.11230671,0.994095,1.003036,2.402469,0.0001,0,0,-1,339.547,342.599,1041.542,0,0
,,426,20.86806527,104.804759,0.01648891,0.11222337,0.989728,1.003031,2.415006,0.0004,0,0,-1,339.467,342.602,1041.515,0,0
,,427,20.86810283,102.932725,0.01649884,0.11222881,0.982817,1.002905,2.415079,0.0011,0,0,-1,339.457,342.502,1041.542,0,0
,,428,20.86793756,102.94746,0.01649691,0.11227666,0.988878,1.00244,2.438519,0.0006,0,0,-1,339.46,342.557,1041.558,0,0
,,429,20.86796034,103.537226,0.01649948,0.11118352,0.988036,1.002016,2.441853,0.001,0,0,-1,339.424,342.523,1041.565,0,0
,,430,20.86784115,103.944103,0.0164,0.11115862,0.988,1.002089,2.406282,-0.0012,0,0,-1,339.453,342.5,1041.597,0,0
,,431,20.86782996,104.084402,0.01638956,0.11110611,0.987827,1.001903,2.345053,-0.0002,0,0,-1,339.321,342.455,1041.597,0,0
,,432,20.86785796,104.072924,0.01639123,0.11026867,0.98028,1.001232,2.309048,0.0037,0,0,-1,339.323,342.387,1041.646,0,0
,,433,20.87047854,105.767306,0.01630903,0.11035457,0.985339,1.001186,2.328385,0.0011,0,0,-1,339.297,342.424,1041.634,0,0
,,434,20.87049979,106.750367,0.0161987,0.11034051,0.984257,1.000659,2.367347,0.0008,0,0,-1,339.265,342.372,1041.65,0,0
,,435,20.87009877,109.09761,0.01608754,0.11029326,0.986966,1.000774,2.370925,-0.0004,0,0,-1,339.276,342.4,1041.665,0,0
,,436,20.8713696,98.90153,0.0160287,0.10958512,0.992309,1.000363,2.364493,0.0007,0,0,-1,339.173,342.326,1041.646,0,0
,,437,20.87146827,101.626051,0.01581614,0.10845643,0.984115,1.000693,2.34906,0.0018,0,0,-1,339.23,342.304,1041.641,0,0
,,438,20.8705262,101.926284,0.01572039,0.10825441,0.987497,1.000164,2.306656,0.0002,0,0,-1,339.162,342.315,1041.602,0,0
,,439,20.87079309,101.218541,0.01571151,0.10828078,0.985661,0.999548,2.278846,0.0001,0,0,-1,339.192,342.277,1041.598,0,0
,,440,20.86997909,102.023802,0.01561534,0.10834291,0.986677,0.999931,2.280676,0.0012,0,0,-1,339.209,342.349,1041.558,0,0
,,441,20.86990528,106.336094,0.01560765,0.10830802,0.990033,1.000052,2.310039,0.0003,0,0,-1,339.179,342.285,1041.583,0,0
,,442,20.87036139,105.683354,0.01560595,0.10831231,0.985442,0.999936,2.291568,0.0009,0,0,-1,339.202,342.315,1041.58,0,0
,,443,20.8703964,104.348866,0.01560293,0.10729006,0.982871,0.999196,2.267616,0.0015,0,0,-1,339.102,342.275,1041.56,0,0
,,444,20.87030802,100.555701,0.01560001,0.10717621,0.984976,0.999123,2.249389,0.0015,0,0,-1,339.144,342.252,1041.591,0,0
,,445,20.87030063,102.418492,0.01549924,0.10724539,0.981688,0.999029,2.238734,0.0026,0,0,-1,339.105,342.313,1041.56,0,0
,,446,20.87044183,104.882098,0.01549218,0.10724581,0.987303,0.998433,2.251947,0.0015,0,0,-1,339.121,342.265,1041.568,0,0
,,447,20.87054787,103.371796,0.01541286,0.10637958,0.986812,0.998123,2.266072,0.0018,0,0,-1,339.144,342.325,1041.551,0,0
,,448,20.87111604,107.140841,0.01530278,0.10635481,0.983864,0.997932,2.267,-0.0004,0,0,-1,339.107,342.282,1041.577,0,0
,,449,20.87141805,102.610117,0.01519094,0.10632087,0.982384,0.997451,2.255101,0.0003,0,0,-1,339.177,342.316,1041.601,0,0
,,450,20.87144267,103.487288,0.01509809,0.10644727,0.982026,0.997385,2.177681,0.0015,0,0,-1,339.114,342.319,1041.578,0,0
,,451,20.87083858,103.851819,0.01517342,0.1064528,0.988962,0.997853,2.161085,0,0,0,-1,339.146,342.272,1041.631,0,0
,,452,20.87078354,99.384653,0.0152898,0.10641648,0.988157,0.997763,2.157176,0.0011,0,0,-1,339.099,342.314,1041.61,0,0
,,453,20.87056694,102.733047,0.01529374,0.10720139,0.980599,0.997591,2.169138,0.0013,0,0,-1,339.064,342.241,1041.628,0,0
,,454,20.872788,107.864244,0.01529218,0.10724327,0.980626,0.997595,2.109152,-0.0004,0,0,-1,339.083,342.269,1041.632,0,0
,,455,20.87297736,107.262978,0.01529086,0.10722444,0.982275,0.99682,2.108704,0.0013,0,0,-1,339.023,342.239,1041.628,0,0
,,456,20.87337693,103.16416,0.0152957,0.10725173,0.98792,0.997035,2.109,0.0029,0,0,-1,339.093,342.245,1041.618,0,0
,,457,20.87340374,105.43698,0.0152956,0.1064744,0.987372,0.996415,2.142757,0.0003,0,0,-1,339.068,342.276,1041.597,0,0
,,458,20.87350135,102.793692,0.01519585,0.10639331,0.979954,0.995598,2.127476,0.0013,0,0,-1,339.047,342.222,1041.6,0,0
,,459,20.87361138,104.351757,0.01518424,0.10643065,0.984425,0.995482,2.093241,0.0003,0,0,-1,339.046,342.264,1041.519,0,0
,,460,20.87496386,104.169999,0.01518499,0.10636497,0.97931,0.995089,2.141852,-0.0002,0,0,-1,338.986,342.184,1041.547,0,0
,,461,20.87343651,105.133269,0.01514196,0.10637161,0.981594,0.99463,2.150509,0.0009,0,0,-1,339.033,342.203,1041.528,0,0
,,462,20.87329289,104.604,0.0150502,0.105706,0.986075,0.994505,2.063318,0.0012,0,0,-1,338.94,342.177,1041.557,0,0
,,463,20.87434594,101.921339,0.01511218,0.10524797,0.982327,0.994493,2.005424,0.0048,0,0,-1,338.981,342.154,1041.528,0,0
,,464,20.87547501,100.495339,0.01518246,0.1052633,0.980806,0.994122,2.035401,0.0008,0,0,-1,338.968,342.188,1041.456,0,0
,,465,20.87714254,102.10397,0.01518139,0.10527538,0.980126,0.993324,2.060006,0.0004,0,0,-1,338.935,342.141,1041.517,0,0
,,466,20.87728618,101.857755,0.01518181,0.10530253,0.982449,0.99279,2.046239,0.0005,0,0,-1,338.978,342.202,1041.495,0,0
,,467,20.87698218,100.159172,0.01511572,0.10527875,0.987758,0.993213,2.059146,0.0006,0,0,-1,338.911,342.165,1041.511,0,0
,,468,20.87687429,106.245426,0.01510171,0.10529178,0.984408,0.993231,2.076757,0.0014,0,0,-1,338.972,342.176,1041.536,0,0
,,469,20.87353361,102.378659,0.01510282,0.10529432,0.979957,0.992986,2.05498,0.0009,0,0,-1,338.888,342.192,1041.454,0,0
,,470,20.87324681,106.788976,0.01501866,0.10515488,0.979307,0.992294,2.038961,0.0009,0,0,-1,338.908,342.128,1041.472,0,0
,,471,20.87373099,108.861854,0.01509257,0.10523361,0.979965,0.991705,2.040828,0.0002,0,0,-1,338.902,342.189,1041.457,0,0
,,472,20.87335623,103.987427,0.01509613,0.10528093,0.984141,0.991441,2.044731,0.0008,0,0,-1,338.858,342.123,1041.485,0,0
,,473,20.87662112,106.077586,0.01510058,0.10526172,0.983396,0.991551,2.017426,0.0004,0,0,-1,338.91,342.156,1041.492,0,0
,,474,20.87691094,103.668706,0.01510011,0.10531678,0.978667,0.991337,1.994476,0.0018,0,0,-1,338.821,342.135,1041.515,0,0
,,475,20.87778587,103.075501,0.01502099,0.10426076,0.97866,0.990684,1.997698,-0.0005,0,0,-1,338.849,342.085,1041.565,0,0
,,476,20.87902565,105.021458,0.01491101,0.10420294,0.97433,0.99023,2.029581,0.0008,0,0,-1,338.79,342.085,1041.561,0,0
,,477,20.87792485,106.779524,0.01490387,0.10415972,0.977837,0.990599,2.000791,0.0027,0,0,-1,338.757,341.993,1041.563,0,0
,,478,20.87781828,103.229827,0.01490798,0.10408307,0.9797,0.990574,1.92213,-0.0006,0,0,-1,338.76,342.05,1041.557,0,0
,,479,20.87761623,103.980452,0.01479986,0.10338139,0.978621,0.99028,1.889689,0.0011,0,0,-1,338.691,341.968,1041.585,0,0
,,480,20.87885435,104.084891,0.01471747,0.10333536,0.975057,0.989639,1.901718,0,0,0,-1,338.738,341.962,1041.584,0,0
,,481,20.87881027,102.112113,0.01461037,0.10332708,0.972656,0.989293,1.910453,0.0013,0,0,-1,338.632,341.934,1041.586,0,0
,,482,20.87879844,103.554448,0.01460157,0.10326759,0.974254,0.989182,1.933482,-0.0003,0,0,-1,338.672,341.915,1041.574,0,0
,,483,20.87867055,106.772522,0.01459994,0.10337779,0.981364,0.989715,1.931233,-0.0004,0,0,-1,338.646,341.953,1041.553,0,0
,,484,20.87551393,106.133544,0.01449515,0.10327511,0.97834,0.989665,1.919076,0.0022,0,0,-1,338.615,341.879,1041.562,0,0
,,485,20.87522981,106.245209,0.01441378,0.1032741,0.979018,0.989423,1.892277,0.0014,0,0,-1,338.634,341.892,1041.547,0,0
,,486,20.87474663,101.335203,0.01439331,0.10323951,0.975582,0.988752,1.917223,0.0005,0,0,-1,338.542,341.856,1041.541,0,0
,,487,20.87523601,100.902589,0.01431978,0.10332132,0.972022,0.988693,1.907832,0.002,0,0,-1,338.608,341.85,1041.549,0,0
,,488,20.87370038,104.735687,0.01419888,0.10338811,0.97681,0.988581,1.839849,-0.0001,0,0,-1,338.56,341.873,1041.517,0,0
,,489,20.87356325,103.296527,0.01418816,0.10325078,0.97546,0.98849,1.814604,0.0016,0,0,-1,338.588,341.836,1041.558,0,0
,,490,20.87670493,102.950267,0.0142069,0.10331413,0.976977,0.988735,1.840446,0.0014,0,0,-1,338.596,341.883,1041.541,0,0
,,491,20.87699733,102.106138,0.01420555,0.10326849,0.972687,0.988149,1.865591,0.0012,0,0,-1,338.516,341.81,1041.538,0,0
,,492,20.87894318,104.048038,0.01418826,0.10331561,0.97007,0.987949,1.871596,0.0005,0,0,-1,338.544,341.803,1041.521,0,0
,,493,20.87911444,101.763681,0.01421434,0.10338412,0.974772,0.987166,1.849881,0.0003,0,0,-1,338.446,341.772,1041.495,0,0
,,494,20.87908423,104.785246,0.01418514,0.10330069,0.979918,0.986832,1.845192,0.0014,0,0,-1,338.485,341.716,1041.503,0,0
,,495,20.87906941,101.930852,0.01419841,0.10333181,0.980389,0.986701,1.829933,-0.0004,0,0,-1,338.449,341.758,1041.493,0,0
,,496,20.87976643,105.014556,0.01420448,0.10332394,0.977232,0.986332,1.793193,0.0002,0,0,-1,338.448,341.723,1041.528,0,0
,,497,20.87982866,106.4826,0.01430613,0.10330187,0.972446,0.985532,1.804035,0.001,0,0,-1,338.499,341.788,1041.515,0,0
,,498,20.87986078,102.775146,0.01421312,0.1032997,0.976788,0.984995,1.796567,-0.0014,0,0,-1,338.405,341.717,1041.503,0,0
,,499,20.87966543,106.377557,0.01421524,0.1032913,0.976293,0.984527,1.75739,0.0006,0,0,-1,338.425,341.677,1041.535,0,0
,,500,20.88115289,104.557947,0.01419189,0.10327731,0.977683,0.984219,1.783462,0.0016,0,0,-1,338.344,341.644,1041.523,0,0
,,501,20.88128661,106.499527,0.0141949,0.10224418,0.97735,0.983846,1.845882,0.0013,0,0,-1,338.353,341.574,1041.553,0,0
,,502,20.88156028,105.097769,0.01418948,0.10220186,0.971659,0.98295,1.823606,-0.0002,0,0,-1,338.325,341.633,1041.563,0,0
,,503,20.88195164,105.692974,0.01418561,0.10224493,0.972285,0.982691,1.779094,0.0021,0,0,-1,338.275,341.538,1041.596,0,0
,,504,20.88384893,106.393481,0.01419665,0.10139671,0.977447,0.982161,1.762965,0.0056,0,0,-1,338.302,341.57,1041.582,0,0
,,505,20.88398739,109.101128,0.01410951,0.10050789,0.974567,0.982344,1.76855,0.0024,0,0,-1,338.208,341.501,1041.605,0,0
,,506,20.88483317,103.092781,0.01407641,0.10049177,0.976184,0.982575,1.790658,-0.0005,0,0,-1,338.215,341.459,1041.642,0,0
,,507,20.88426361,101.81099,0.01408229,0.10045234,0.969014,0.981555,1.745175,0.0006,0,0,-1,338.148,341.446,1041.621,0,0
,,508,20.88416206,104.360168,0.01418186,0.10048127,0.964902,0.980826,1.661908,0.0014,0,0,-1,338.122,341.362,1041.638,0,0
,,509,20.88415803,104.833542,0.01408217,0.10044488,0.971447,0.980709,1.674437,0.0013,0,0,-1,338.126,341.417,1041.627,0,0
,,510,20.88401389,106.060026,0.01417546,0.10055292,0.970767,0.980637,1.732827,0.0018,0,0,-1,338.039,341.315,1041.614,0,0
,,511,20.8840033,98.595616,0.01408385,0.0995021,0.973046,0.980473,1.677112,0.001,0,0,-1,338.097,341.349,1041.624,0,0
,,512,20.88398082,105.504244,0.0140805,0.09932512,0.972202,0.980123,1.52531,0.0027,0,0,-1,338.031,341.352,1041.58,0,0
,,513,20.88368711,104.783373,0.01399284,0.09837209,0.966434,0.979792,1.605177,0.0009,0,0,-1,338.095,341.335,1041.599,0,0
,,514,20.88393548,102.046161,0.01398433,0.09824301,0.969843,0.979409,1.715826,0.003,0,0,-1,338.085,341.401,1041.569,0,0
,,515,20.88368075,106.043744,0.01406721,0.09827222,0.970159,0.979772,1.715623,0.0025,0,0,-1,338.075,341.334,1041.567,0,0
,,516,20.88386026,106.715065,0.01407483,0.09830437,0.97267,0.979818,1.648061,0.0007,0,0,-1,338.109,341.399,1041.583,0,0
,,517,20.88618172,107.426065,0.01398836,0.09824767,0.971535,0.979816,1.645798,0.0024,0,0,-1,338.035,341.336,1041.576,0,0
,,518,20.88556205,101.80291,0.01403589,0.09744024,0.966002,0.979238,1.659128,0.0016,0,0,-1,338.085,341.322,1041.569,0,0
,,519,20.88437287,104.003676,0.01393236,0.09750152,0.971058,0.97871,1.632166,0.0001,0,0,-1,338.001,341.337,1041.461,0,0
,,520,20.88571152,105.615229,0.01387395,0.09749492,0.971596,0.97842,1.628137,0.0008,0,0,-1,338.038,341.306,1041.461,0,0
,,521,20.88593497,103.508749,0.01377534,0.09736203,0.972777,0.97833,1.706761,-0.0002,0,0,-1,338.05,341.384,1041.381,0,0
,,522,20.88617941,103.781587,0.01369878,0.0975228,0.974593,0.977895,1.699745,0.0009,0,0,-1,338.027,341.327,1041.438,0,0
,,523,20.88695459,107.919013,0.01376577,0.09638068,0.966867,0.977468,1.644878,0.0018,0,0,-1,338.069,341.345,1041.626,0,0
,,524,20.88702317,105.109628,0.01360272,0.09631499,0.967455,0.977202,1.654714,0.0008,0,0,-1,337.979,341.323,1041.518,0,0
,,525,20.88650508,103.370018,0.0135823,0.09519526,0.96426,0.977196,1.68983,0.0024,0,0,-1,338.027,341.303,1041.667,0,0
,,526,20.88630185,106.889193,0.0135067,0.09511555,0.968244,0.977465,1.638999,0.0006,0,0,-1,337.993,341.343,1041.511,0,0
,,527,20.88558586,101.399917,0.0134999,0.09522464,0.969364,0.977814,1.622174,-0.0001,0,0,-1,337.989,341.268,1041.705,0,0
,,528,20.88552153,100.2615,0.01350379,0.09516323,0.966625,0.977341,1.629369,-0.0005,0,0,-1,338.004,341.329,1041.538,0,0
,,529,20.88602057,101.368661,0.01349843,0.09518817,0.964659,0.97742,1.601958,0.0012,0,0,-1,337.943,341.275,1041.739,0,0
,,530,20.88651775,99.513174,0.01349867,0.09521263,0.967011,0.976628,1.56297,0.0018,0,0,-1,337.97,341.268,1041.578,0,0
,,531,20.88653507,104.748393,0.01341983,0.09517949,0.965953,0.976741,1.592801,0.0011,0,0,-1,337.904,341.26,1041.764,0,0
,,532,20.88684581,104.874142,0.01341279,0.09521602,0.969819,0.97636,1.59687,-0.0003,0,0,-1,337.947,341.216,1041.633,0,0
,,533,20.88837349,105.33728,0.01341557,0.09524776,0.964519,0.977007,1.554714,-0.0021,0,0,-1,337.923,341.272,1041.614,0,0
,,534,20.88757127,104.169028,0.01341789,0.09514046,0.964844,0.976968,1.555661,-0.0006,0,0,-1,337.879,341.195,1041.663,0,0
,,535,20.88844606,106.84186,0.01341705,0.09506913,0.966326,0.976053,1.596374,0.002,0,0,-1,337.925,341.238,1041.651,0,0
,,536,20.8885321,102.310619,0.01334182,0.09511867,0.962454,0.97552,1.585935,-0.0002,0,0,-1,337.881,341.233,1041.436,0,0
,,537,20.88877929,104.230375,0.01330861,0.09523986,0.969921,0.97567,1.534796,-0.0011,0,0,-1,337.965,341.247,1041.636,0,0
,,538,20.88879798,103.572183,0.01320384,0.09521973,0.970038,0.975567,1.532869,0.0006,0,0,-1,337.904,341.272,1041.627,0,0
,,539,20.89100134,105.386601,0.01319625,0.09520914,0.967852,0.975809,1.560224,0.0003,0,0,-1,337.875,341.172,1041.691,0,0
,,540,20.89072098,102.825279,0.01319167,0.09521283,0.966816,0.975867,1.547139,0.0012,0,0,-1,337.861,341.194,1041.651,0,0
,,541,20.8894458,103.54637,0.01312029,0.09519842,0.960373,0.975144,1.509663,-0.0006,0,0,-1,337.805,341.131,1041.646,0,0
,,542,20.88935474,105.518266,0.0131021,0.09449289,0.962968,0.975076,1.476089,0.0001,0,0,-1,337.848,341.154,1041.62,0,0
,,543,20.88976281,106.87832,0.01301732,0.09433766,0.967379,0.975023,1.483427,-0.0005,0,0,-1,337.761,341.117,1041.585,0,0
,,544,20.89131104,99.495949,0.01291002,0.09424261,0.966828,0.97502,1.474617,-0.0009,0,0,-1,337.82,341.081,1041.585,0,0
,,545,20.89224044,106.130206,0.01282108,0.09428158,0.970063,0.974842,1.486963,0.0011,0,0,-1,337.788,341.147,1041.553,0,0
,,546,20.89183794,104.700743,0.01280215,0.09370505,0.965596,0.97454,1.499918,0.0032,0,0,-1,337.795,341.083,1041.581,0,0
,,547,20.89178573,107.971857,0.0127299,0.09349146,0.963936,0.97422,1.432875,-0.0002,0,0,-1,337.814,341.148,1041.561,0,0
,,548,20.8917849,104.174977,0.01262183,0.09346704,0.967033,0.974125,1.434412,0.0011,0,0,-1,337.731,341.075,1041.554,0,0
,,549,20.89169399,108.683252,0.01251039,0.09347275,0.967582,0.974265,1.4909,0.0007,0,0,-1,337.781,341.087,1041.531,0,0
,,550,20.89165899,107.45263,0.01249445,0.09357074,0.969882,0.974756,1.493127,0.0011,0,0,-1,337.728,341.09,1041.528,0,0
,,551,20.89151953,103.359502,0.01258387,0.09349388,0.965195,0.974105,1.462835,-0.0004,0,0,-1,337.757,341.054,1041.53,0,0
,,552,20.89225949,99.241221,0.01259922,0.0935439,0.9625,0.97419,1.437103,-0.0001,0,0,-1,337.736,341.087,1041.506,0,0
,,553,20.89232536,105.075869,0.01260077,0.09259739,0.963053,0.974159,1.400935,0.0021,0,0,-1,337.685,341.02,1041.498,0,0
,,554,20.89352768,105.703517,0.01260226,0.09231177,0.966856,0.974275,1.398,-0.0001,0,0,-1,337.744,341.062,1041.441,0,0
,,555,20.89422426,105.445883,0.01260674,0.09243922,0.967169,0.974319,1.41384,0.001,0,0,-1,337.661,341.03,1041.43,0,0
,,556,20.89398453,108.800773,0.01270503,0.09240765,0.968328,0.974179,1.469215,-0.0005,0,0,-1,337.692,341.003,1041.475,0,0
,,557,20.89253137,110.821409,0.01271437,0.09239475,0.965509,0.974289,1.455428,0.0002,0,0,-1,337.622,340.99,1041.461,0,0
,,558,20.89219369,105.206979,0.01261316,0.09234727,0.962548,0.973955,1.404782,-0.0027,0,0,-1,337.623,340.943,1041.495,0,0
,,559,20.89217669,101.994785,0.01249933,0.09233824,0.96329,0.973857,1.412215,-0.0004,0,0,-1,337.633,340.986,1041.488,0,0
,,560,20.89381225,103.939133,0.01249303,0.09241152,0.967005,0.974041,1.47502,0.0011,0,0,-1,337.57,340.919,1041.513,0,0
,,561,20.89401938,105.275182,0.0124925,0.09130527,0.968507,0.974437,1.441473,0.0002,0,0,-1,337.607,340.917,1041.525,0,0
,,562,20.89372634,106.172943,0.01249154,0.09135719,0.965589,0.974785,1.367275,-0.0001,0,0,-1,337.522,340.899,1041.533,0,0
,,563,20.89369951,102.948704,0.01249374,0.09124579,0.963239,0.974601,1.33791,-0.0014,0,0,-1,337.56,340.866,1041.56,0,0
,,564,20.89398616,104.88229,0.01248964,0.09117155,0.965343,0.974453,1.337846,-0.0001,0,0,-1,337.554,340.919,1041.555,0,0
,,565,20.89385263,105.672405,0.0124168,0.09137676,0.963236,0.974475,1.330689,0.0009,0,0,-1,337.555,340.876,1041.58,0,0
,,566,20.89381096,104.036266,0.01230822,0.09117586,0.969599,0.974909,1.314401,0.0009,0,0,-1,337.601,340.941,1041.567,0,0
,,567,20.89380855,105.93577,0.01211781,0.09122163,0.965831,0.975377,1.313938,-0.0002,0,0,-1,337.546,340.906,1041.591,0,0
,,568,20.89285047,103.257613,0.01210026,0.09125913,0.966898,0.975437,1.288898,0.0014,0,0,-1,337.606,340.941,1041.608,0,0
,,569,20.89277803,100.878677,0.01200199,0.09134667,0.964581,0.975437,1.299138,-0.0001,0,0,-1,337.573,340.959,1041.613,0,0
,,570,20.89155098,103.868447,0.01190866,0.09043068,0.964069,0.975131,1.35168,0.0015,0,0,-1,337.602,340.925,1041.643,0,0
,,571,20.89198498,103.136102,0.01189799,0.09057695,0.968568,0.974835,1.331756,0.0006,0,0,-1,337.604,341.005,1041.633,0,0
